url,ok,info,year,typ_prace,source_file
https://www.penzion-hotel.cz/sk/detail-ubytovani/horsky-hotel/hotel-sorea-triganbanik-strbske-pleso/864.html,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://www.sorea.sk/vysoke-tatry/hotel-sorea-trigan/galeria/,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://www.sorea.sk/vysoke-tatry/hotel-sorea-trigan/,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://sorean.rezo.sk/sk/sorea-trigan/2022-04-20/2022-04-23,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://www.satur.sk/produkt/sorea-trigan/?tab=info,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://www.vysoke-tatry.travel/ubytovanie/popis-zajazdu/6835/#info,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://www.booking.com/hotel/sk/sorea-banak.sk.html,1,HTTP 202,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://link.springer.com/chapter/10.1007/978-3-319-49849-2_6,1,HTTP 200,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://blog.triad.sk/marketingovy-slovnik/co-je-cielovaskupina/,0,HTTP 404,2022,bakalarka,"/Users/basic/PriDav/prace/podracka,bakalarka.txt"
https://commission.europa.eu/strategy-and-policy/priorities-2019-2024/europe-fit-digital-age/europes-digitaldecade-digital-targets-2030_sk,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://ec.europa.eu/commission/presscorner/detail/en/ip_24_3602,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.myecole.it/biblio/wpcontent/uploads/2020/11/DigitalSkillsinEuropeResearchandPolicy_Helsper.pdf,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://ec.europa.eu/eurostat/web/interactive-publications/digitalisation-2024,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/strategy-and-policy/priorities-20192024/europe-fit-digital-age/europes-digital-decade-digital-targets-2030_en,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://x-road.global/xroad-world-map,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://e-estonia.com/solutions/xroad-interoperability-services/x-road/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://academic.oup.com/book/42635/chapter/358101931,0,HTTP 403,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://kupland.ee/,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.dna.fi/tuki/kuuluvuus-ja-verkot/kuuluvuuskartta,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.researchgate.net/publication/363942451_Making_the_digital_leap_in_Finnish_schools,0,HTTP 403,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.businessfinland.fi/en/whats-new/news/cision-releases/2024/innovativedigital-solutions-for-increased-efficiency-in-the-health-sector,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://vm.fi/en/-/1410829/report-digitalpublic-services-for-citizens-and-businesses-in-finland-still-at-highest-standard-in-the-eu,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.inria.fr/en/french-national-artificial-intelligence-research-program,0,HTTP 403,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.economie.gouv.fr/strategienationale-intelligence-artificielle,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://stationf.co/,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/system/files/2021-06/france-recovery-resilience-factsheet_en.pdf,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://digital-skills-jobs.europa.eu/en/actions/national-initiatives/national-strategies/france-digital-educationagenda-2023-2027,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.digitalstrategiedeutschland.de/static/65d93ffeba99d715f3c218bc3e469729/2._Fortschrittsbericht_zur_Digitalstrategie_der_,0,Connection error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.bertelsmann-stiftung.de/de/publikationen/publikation/did/digitalsouveraen-2021-aufbruch-in-die-digitale-post-coronawelt-all,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.governo.it/sites/governo.it/files/PNRR_0.pdf,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://digital-skills-jobs.europa.eu/en/actions/national-initiatives/national-strategies/italy-national-strategydigital-skills,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://digitalstrategy.ec.europa.eu/en/policies/2024-state-digital-decade-package,0,Connection error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
http://www.lem.sssup.it/WPLem/files/2024-22.pdf,0,SSL error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://mirri.gov.sk/aktuality/digitalna-agenda/vicepremierka-remisova-vlada-schvalila-klucove-dokumentypre-digitalnu-transformaciu-slovenska-a-na-rozvoj-digitalnej-ekonomiky/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://ec.europa.eu/eurostat/databrowser/view/isoc_sk_dskl_i21/default/bar?lang=en,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.eurofondy.gov.sk/wpcontent/uploads/2022/03/Program_Slovensko_SK_verzia-1.0-1.pdf,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3646406,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.hbs.edu/faculty/Pages/item.aspx?num=59107,0,HTTP 403,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://omswww.files.svdcdn.com/production/downloads/reports/Citi_GPS_Technology_Work_2.pdf,0,SSL error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://esco.ec.europa.eu/en/about-esco/what-esco,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/news/digital-decade2024-report-calls-strengthened-collective-action-2024-07-03_sk,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://ec.europa.eu/eurostat/databrowser/view/htec_emp_reg2/default/table?lang=en,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.minedu.sk/36870-sk/narodny-projekt-digitalna-transformacia-vzdelavania-a-skoly-sa-naplnorozbieha/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://mirri.gov.sk/wp-content/uploads/2019/06/Strategia-digitalnej-transformacie-Slovenska-2030.pdf,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.bertelsmannstiftung.de/de/publikationen/publikation/did/digital-souveraen-2021-aufbruch-in-diedigitale-post-coronawelt-all,0,Connection error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.businessfinland.fi/en/whatsnew/news/cision-releases/2024/innovative-digital-solutions-for-increased-efficiency-inthe-health-sector,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.digitalstrategiedeutschland.de/static/65d93ffeba99d715f3c218bc3e469729/2._Fortschrittsbericht_zur_Dig,0,Connection error,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/news/digital-decade-2024-report-calls-strengthenedcollective-action-2024-07-03_sk,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/strategy-and-policy/priorities-20192024/europe-fit-digital-age/europes-digital-decade-digital-targets-2030_sk,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/strategy-and-policy/priorities-2019-2024/europe-fit-digitalage/europes-digital-decade-digital-targets-2030_en,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://commission.europa.eu/system/files/2021-06/france-recoveryresilience-factsheet_en.pdf,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://digital-skills-jobs.europa.eu/en/actions/nationalinitiatives/national-strategies/france-digital-education-agenda-2023-2027,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://digital-skills-jobs.europa.eu/en/actions/national-initiatives/nationalstrategies/italy-national-strategy-digital-skills,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://eestonia.com/solutions/x-road-interoperability-services/x-road/,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.researchgate.net/publication/363942451_Making_the_digital_leap_in_Finnish,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://mirri.gov.sk/aktuality/digitalnaagenda/vicepremierka-remisova-vlada-schvalila-klucove-dokumenty-pre-digitalnutransformaciu-slovenska-a-na-rozvoj-digitalnej-ekonomiky/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://mirri.gov.sk/wp-content/uploads/2019/06/Strategia-digitalnejtransformacie-Slovenska-2030.pdf,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.minedu.sk/36870-sk/narodny-projektdigitalna-transformacia-vzdelavania-a-skoly-sa-naplno-rozbieha/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://vm.fi/en/-/1410829/report-digital-public-services-for-citizens-and-businesses-infinland-still-at-highest-standard-in-the-eu,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.economie.gouv.fr/strategie-nationale-intelligence-artificielle,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/mizikova,diplomovka.txt"
https://www.theguardian.com/culture/2010/nov/15/cjsansom-interview,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://kogneo.org/lectors/zuzana-trstenska/,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://biblia.sk/citanie/ssv/2sam/11,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://www.thevintagenews.com/2021/09/02/sixmysteries-about-anne-boleyn-or-should-that-be-nan-bullen/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://www.lincolnsinn.org.uk/the-estate/our-,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://dictionary.cambridge.org/dictionary/english/joiner,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://orderofthecoif.org/history,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://www.theanneboleynfiles.com/1-may-1536-the-fateful-may-day-,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://www.captour-paja.cz/l/pravo-utrpne-v-ceskemkrumlove/,0,HTTP 404,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
https://slovnik.juls.savba.sk/?w=nakopn%C3%BA%C5%A5&s=exact&c=Sf52&cs=&d=kssj4&d=psp&,1,HTTP 200,2024,diplomovka,"/Users/basic/PriDav/prace/zigo,diplomovka.txt"
